,Título da Notícia,Tema,URL
0,"
Peixe com braço humano foi encontrado em Arapiraca, no Lago “Pirucaba” #boato
",brasil,www.boatos.org/brasil/peixe-braco-humano-arapiraca.html
1,"
Globo News se arrependeu de convidar general Heleno para debate #boato
",brasil,www.boatos.org/brasil/globo-news-arrependeu-general-heleno.html
2,"
Pabllo Vittar cai tombo durante show e “paga mico”, mostra vídeo #boato
",entretenimento,www.boatos.org/entretenimento/pabllo-vittar-tombo-show.html
3,"
Crivella diz que Rio foi castigado com dilúvio por causa do carnaval #boato
",politica,www.boatos.org/politica/crivella-rio-castigado-carnaval.html
4,"
Museu do Holocausto tem placa com sinais do fascismo pendurada na porta #boato
",mundo,www.boatos.org/mundo/museu-holocausto-placa-fascismo.html
5,"
Globo Rural disponibiliza mudas de rosas do deserto grátis em site #boato
",tecnologia,www.boatos.org/tecnologia/globo-rural-rosas-deserto-gratis.html
6,"
7 boatos que surgiram na web após o anúncio da intervenção federal no Rio
",brasil,www.boatos.org/brasil/anuncio-intervencao-federal-rio.html
7,"
Renato Aragão, o Didi, morreu hoje de manhã #boato
",entretenimento,www.boatos.org/entretenimento/renato-aragao-didi-morreu-hoje.html
8,"
Balas Popping Candy distribuídas em escolas são comprimidos de ecstasy #boato
",saude,www.boatos.org/saude/balas-popping-candy-ecstasy.html
9,"
Maria do Rosário diz que traficantes precisam de diálogo e não do Exército com armas #boato
",politica,www.boatos.org/politica/maria-do-rosario-traficantes-dialogo.html
10,"
Policial vive dia de Chuck Norris e mata 10 suspeitos em São Paulo #boato
",brasil,www.boatos.org/brasil/policial-chuck-norris-mata-10.html
11,"
Vigas da Perimetral foram encontradas no sítio da família Picciani em Conservatória #boato
",politica,www.boatos.org/politica/vigas-perimetral-sitio-picciani.html
12,"
Lista dos generais do Exército que vão assumir batalhões da PM é divulgada #boato
",brasil,www.boatos.org/brasil/comandantes-batalhoes-pm-generais.html
13,"
Detalhes da intervenção no Rio (Plano de Ação Redentor) vazaram na web #boato
",brasil,www.boatos.org/brasil/intervencao-rio-plano-acao-redentor.html
14,"
Sylvester Stallone morreu nesta madrugada de câncer de próstata #boato
",entretenimento,www.boatos.org/entretenimento/sylvester-stallone-morreu-cancer.html
15,"
Vídeo mostra tanques do Exército na Via Dutra para Intervenção Militar no Rio #boato
",brasil,www.boatos.org/brasil/tanques-guerra-via-dutra.html
16,"
Diabo aparece em janela da igreja durante culto, mostra vídeo #boato
",religiao,www.boatos.org/religiao/diabo-janela-igreja-video.html
17,"
Boletim interno SPOEX do Exército proíbe pessoas nas ruas depois das 22:00 #boato
",brasil,www.boatos.org/brasil/boletim-interno-exercito-pessoas-ruas.html
18,"
Sérgio Moro participa de evento do PSDB, DEM e Globo, mostra foto #boato
",politica,www.boatos.org/politica/sergio-moro-evento-psdb-dem.html
19,"
Geddel está com câncer e denuncia fazendas de Lula e Dilma em vídeo #boato
",politica,www.boatos.org/politica/geddel-cancer-fazendas-lula-dilma.html
20,"
Ministério do Exército divulga Plano Estadual de Intervenção Militar no Rio #boato
",brasil,www.boatos.org/brasil/ministerio-exercito-plano-intervencao-rio.html
21,"
O Boticário dá amostra grátis do Nativa SPA para quem compartilhar link #boato
",tecnologia,www.boatos.org/tecnologia/o-boticario-amostra-nativa-spa.html
22,"
APP Taxi.rio foi criado para Universal cobrar dízimo de taxistas #boato
",brasil,www.boatos.org/brasil/taxi-rio-universal-dizimo.html
23,"
General Gramoza faz discurso maravilhoso sobre intervenção militar #boato
",politica,www.boatos.org/politica/general-gramoza-discurso-intervencao.html
24,"
Eduardo, filho de Jair Bolsonaro, é flagrado marcando a presença de colegas na Câmara #boato
",politica,www.boatos.org/politica/eduardo-filho-bolsonaro-presenca.html
25,"
Foto mostra atirador da Flórida usando camiseta comunista #boato
",mundo,www.boatos.org/mundo/foto-atirador-florida-comunista.html
26,"
Traficante Lambari, do Jacarezinho, vai expulsar bandidos do Chapadão #boato
",brasil,www.boatos.org/brasil/traficante-lambari-jacarezinho-expulsar.html
27,"
Lula vai pagar R$ 50 milhões de honorários para Sepúlveda Pertence #boato
",politica,www.boatos.org/politica/lula-honorarios-sepulveda-pertence.html
28,"
Nova droga Strawberry Quick está sendo distribuída em escolas #boato
",brasil,www.boatos.org/brasil/droga-strawberry-quick-escolas.html
29,"
Air France oferece duas passagens grátis em comemoração ao 85º aniversário #boato
",tecnologia,www.boatos.org/tecnologia/air-france-passagens-gratis-site.html
30,"
Bebê com cirrose em Fátima do Sul vai ganhar R$ 1 por foto compartilhada #boato
",tecnologia,www.boatos.org/tecnologia/bebe-cirrose-fatima-do-sul-r-1-foto.html
31,"
Xuxa declara apoio a Jair Bolsonaro em post no Twitter #boato
",entretenimento,www.boatos.org/entretenimento/xuxa-apoio-jair-bolsonaro.html
32,"
Vídeo mostra deputados marcando presença de colegas durante o carnaval no Brasil #boato
",politica,www.boatos.org/politica/video-deputados-presenca-carnaval.html
33,"
Bolsonaro diz que vai metralhar favela da Rocinha se for eleito #boato
",politica,www.boatos.org/politica/bolsonaro-metralhar-favela-rocinha.html
34,"
Lufthansa está dando passagens aéreas grátis em aniversário de 63 anos #boato
",tecnologia,www.boatos.org/tecnologia/lufthansa-passagens-aereas-gratis.html
35,"
Pai e filha praticam incesto no BBB 18 e polícia invade programa #boato
",entretenimento,www.boatos.org/entretenimento/pai-filha-incesto-bbb-18.html
36,"
Eclipse da lua no Tibet, em Kailas Manaasa Sarova, é registrado em fotos incríveis #boato
",mundo,www.boatos.org/mundo/eclipse-lua-tibet-fotos.html
37,"
Diogo Mainardi faz texto sobre competição de remo entre Brasil e Japão #boato
",brasil,www.boatos.org/brasil/diogo-mainardi-texto-remo-brasil-japao.html
38,"
7 boatos envolvendo o carnaval que já enganaram internautas
",brasil,www.boatos.org/brasil/boatos-carnaval-enganaram-internautas.html
39,"
Ministra Cármen Lúcia é prima de Sepúlveda Pertence, advogado de Lula #boato
",politica,www.boatos.org/politica/carmen-lucia-prima-sepulveda-pertence.html
40,"
Cogumelos alucinógenos foram colocados na pizza da pizzaria Pazzo, em SP #boato
",brasil,www.boatos.org/brasil/cogumelos-alucinogenos-pizzaria-pazzo.html
41,"
Ataque virtual começou há duas horas e deve atingir o Brasil hoje #boato
",tecnologia,www.boatos.org/tecnologia/ataque-virtual-brasil-hoje.html
42,"
Motorista Adílson, do Fiat Idea LLJ 3180, está realizando assaltos no Uber #boato
",brasil,www.boatos.org/brasil/adilson-fiat-idea-assaltos-uber.html
43,"
Temos 48 horas para acabarmos com o foro privilegiado com assinaturas #boato
",politica,www.boatos.org/politica/48-horas-foro-privilegiado.html
44,"
7 fake news que surgiram na web após a condenação de Lula no TRF-4
",politica,www.boatos.org/politica/7-fake-news-lula.html
45,"
Menino Kauã foi raptado no shopping RioMar e está desaparecido #boato
",brasil,www.boatos.org/brasil/kaua-raptado-shopping-riomar.html
46,"
Banco do Brasil (BB) abriu concurso para quem compartilhar link no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/banco-do-brasil-abriu-concurso-whatsapp.html
47,"
Criminoso Champinha fugiu de unidade prisional na data de hoje #boato
",brasil,www.boatos.org/brasil/champinha-fugiu-unidade-prisional.html
48,"
Arnaldo Jabor escreveu texto chamado “Que Tiro Foi Esse” #boato
",entretenimento,www.boatos.org/entretenimento/arnaldo-jabor-que-tiro-foi-esse.html
49,"
Cobap e Paim vão instaurar CPI da Previdência e parar reforma #boato
",politica,www.boatos.org/politica/cobap-paim-cpi-previdencia.html
50,"
Juíza federal estaciona em lugar proibido e “arma barraco” em Balneário Camboriú (SC) #boato
",brasil,www.boatos.org/brasil/juiza-estaciona-balneario-camboriu.html
51,"
Fotos sensuais de Cristiane Brasil e namorada vazam na internet #boato
",politica,www.boatos.org/politica/fotos-intimas-de-cristiane-brasil.html
52,"
Tubarão ataca surfista em praia e vídeo flagra tudo #boato
",mundo,www.boatos.org/mundo/tubarao-surfista-praia.html
53,"
Google está dando produtos da Apple gratuitamente em roleta #boato
",tecnologia,www.boatos.org/tecnologia/google-dando-produtos-apple.html
54,"
Compartilhe vídeo de pai agredindo crianças para que ele seja preso #boato
",brasil,www.boatos.org/brasil/video-pai-agredindo-criancas.html
55,"
Ambev contrata em 2018; vagas estão em site no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/ambev-contrata-2018-vagas.html
56,"
OMS muda classificação de idade para jovens e idosos #boato
",brasil,www.boatos.org/brasil/oms-reclassifica-jovem-idoso.html
57,"
Vídeo íntimo de Jaqueline no BBB 18 ao vivo vazou na internet #boato
",entretenimento,www.boatos.org/entretenimento/video-intimo-jaqueline-bbb-18.html
58,"
Lula foi processado na República Dominicana por corrupção, mostra vídeo #boato
",politica,www.boatos.org/politica/lula-processado-republica-dominicana.html
59,"
Lula inventou reunião da FAO na Etiópia para fugir do Brasil #boato
",politica,www.boatos.org/politica/lula-reuniao-fao-etiopia.html
60,"
Maduro vai soltar 1500 presos cruéis que podem vir da Venezuela para o Brasil #boato
",brasil,www.boatos.org/brasil/presos-crueis-venezuela-brasil.html
61,"
Neto de Chico Buarque fez versão de Águas de Março criticando políticos #boato
",entretenimento,www.boatos.org/entretenimento/neto-chico-buarque-versao-aguas-marco.html
62,"
Correios, em 2018, contrata em site “Correios Vagas 2018” no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/correios-2018-contrata-site-whatsapp.html
63,"
Caseiro do sítio de Atibaia diz que Lula tem cofre de concreto no local #boato
",politica,www.boatos.org/politica/caseiro-sitio-atibaia-cofre.html
64,"
Vídeo mostra rato tomando banho com sabonete em pia #boato
",mundo,www.boatos.org/mundo/video-rato-tomando-banho.html
65,"
Lutadora de vale tudo morre após enfrentar adversária trans na Malásia #boato
",esporte,www.boatos.org/esporte/lutadora-morre-adversaria-trans.html
66,"
7 boatos sobre a febre amarela que sempre enganam os menos informados
",saude,www.boatos.org/saude/7-boatos-febre-amarela.html
67,"
Mais de 100 bandidos e traficantes roubaram ônibus BRT no Rio #boato
",brasil,www.boatos.org/brasil/bandidos-traficantes-brt-rio.html
68,"
Unimed está dando planos de saúde grátis por um ano em site #boato
",tecnologia,www.boatos.org/tecnologia/unimed-planos-saude-gratis.html
69,"
Macacos transmitem febre amarela para humanos e a solução é os matar #boato
",saude,www.boatos.org/saude/matar-macacos-febre-amarela-humanos.html
70,"
Vacina contra febre amarela paralisa o fígado, diz médico de Sorocaba #boato
",saude,www.boatos.org/saude/vacina-febre-amarela-figado-sorocaba.html
71,"
Crivella vai fechar a Feira de São Cristóvão no Rio de Janeiro #boato
",politica,www.boatos.org/politica/crivella-fechar-sao-cristovao.html
72,"
Secretário-geral da ONU ameaça o Brasil com sanções por causa de Lula #boato
",mundo,www.boatos.org/mundo/secretario-geral-onu-ameaca-brasil.html
73,"
Mandado de prisão preventiva de Lula foi expedido por Sérgio Moro #boato
",politica,www.boatos.org/politica/mandado-prisao-lula-moro.html
74,"
Dra. Marise Valéria Santos (CRM 77.577-SP) detona Lula em carta aberta #boato
",politica,www.boatos.org/politica/marise-valeria-lula-carta.html
75,"
Cantor Leonardo comemora condenação de Lula cantando “A Casa Caiu” #boato
",entretenimento,www.boatos.org/entretenimento/cantor-leonardo-comemora-lula.html
76,"
Marieta Severo fez texto sobre Lula chamado “Os Erros de Luís” #boato
",entretenimento,www.boatos.org/entretenimento/marieta-severo-texto-lula.html
77,"
Motoristas do Uber usam bala com sonífero para dopar passageiras #boato
",brasil,www.boatos.org/brasil/motoristas-uber-bala-sonifero.html
78,"
PF prende bruxo que sacrificava crianças em nome da Globo e políticos #boato
",brasil,www.boatos.org/brasil/bruxo-sacrificava-criancas-globo.html
79,"
Maior rede de cosméticos do Brasil está dando lápis delineador grátis #boato
",tecnologia,www.boatos.org/tecnologia/maior-rede-cosmeticos-lapis-delineador.html
80,"
Médica funcionária do Instituto Butantan fala do perigo da vacina da febre amarela #boato
",saude,www.boatos.org/saude/medica-butantan-vacina-febre.html
81,"
Sérgio Moro manda carta ao povo brasileiro sobre “fazer a revolução” #boato
",politica,www.boatos.org/politica/sergio-moro-carta-povo-brasileiro.html
82,"
Vídeo mostra atentado terrorista em igreja na Nigéria em 2018 #boato
",religiao,www.boatos.org/religiao/video-atentado-igreja-nigeria.html
83,"
Vídeo mostra ataque em igreja na Bolívia e morte de cristãos #boato
",religiao,www.boatos.org/religiao/ataque-igreja-bolivia-video.html
84,"
Spotify está dando contas premium por 1 ano em site no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/spotify-dando-contas-premium.html
85,"
Álvaro Dias diz que afastamento de diretores da Caixa foi por causa de fraude em loterias #boato
",politica,www.boatos.org/politica/alvaro-dias-caixa-fraude.html
86,"
Polícia Federal descobre baús com bilhões de dólares no Porto de Santos #boato
",politica,www.boatos.org/politica/policia-federal-baus-porto-santos.html
87,"
Febre amarela é uma farsa criada pelo governo para vender vacina #boato
",saude,www.boatos.org/saude/febre-amarela-farsa-governo.html
88,"
Própolis afasta mosquito da febre amarela e da dengue #boato
",saude,www.boatos.org/saude/propolis-mosquito-febre-amarela.html
89,"
Enfermeira alerta que ninguém deve tomar a vacina contra febre amarela #boato
",saude,www.boatos.org/saude/enfermeira-vacina-febre-amarela-farsa.html
90,"
Atropelador de Copacabana é funcionário da Globo News #boato
",brasil,www.boatos.org/brasil/atropelador-copacabana-globo-news.html
91,"
Enfermeira do HC diz que todos têm que tomar vacina da febre amarela na cidade de São Paulo #boato
",saude,www.boatos.org/saude/enfermeira-febre-amarela-sao-paulo.html
92,"
Jornalista da Globo diz que placar do TRF-4 será 2 a 1 a favor de Lula #boato
",politica,www.boatos.org/politica/jornalista-globo-placar-lula.html
93,"
Não beba Skol! Marca de cerveja está contaminada e causando doenças #boato
",saude,www.boatos.org/saude/nao-beba-skol-contaminada.html
94,"
Polícia da Bolívia invade Catedral de La Paz e tranca cristãos dentro #boato
",mundo,www.boatos.org/mundo/policia-bolivia-invade-catedral.html
95,"
Vídeo mostra ondas gigantes na plataforma de Mongaguá, no Brasil #boato
",brasil,www.boatos.org/brasil/video-ondas-gigantes-mongagua.html
96,"
Policiais barrigudos serão afastados até que fiquem em forma #boato
",brasil,www.boatos.org/brasil/policiais-barrigudos-afastados.html
97,"
Polícia encontra ossada de Eliza Samudio em 2018 #boato
",brasil,www.boatos.org/brasil/ossada-eliza-samudio-2018.html
98,"
Miriam Leitão faz texto sobre aposentadoria e reajuste do Bolsa Família #boato
",brasil,www.boatos.org/brasil/miriam-leitao-aposentadoria-bolsa.html
99,"
Interpol apreende caixas da Cruz Vermelha com dinheiro do Brasil para comunistas #boato
",politica,www.boatos.org/politica/interpol-caixas-cruz-vermelha.html
100,"
Vídeo íntimo de Anitta com bandidos após baile funk vaza na web #boato
",entretenimento,www.boatos.org/entretenimento/video-intimo-anitta-vaza.html
101,"
Vídeo flagra garrafas de água mineral sendo enchidas com água suja no Brasil #boato
",brasil,www.boatos.org/brasil/video-agua-mineral-suja.html
102,"
Brasileiro que vendia pão de queijo nos EUA é denunciado por brasileiros #boato
",mundo,www.boatos.org/mundo/brasileiro-pao-queijo-eua.html
103,"
Fugitivos de Goiás estão na região pedindo água e são perigosos #boato
",brasil,www.boatos.org/brasil/fugitivos-goias-regiao-perigosos.html
104,"
Bebê com câncer no sangue vai ganhar R$1 por compartilhamento no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/bebe-cancer-compartilhar-um-real.html
105,"
Muçulmanos destroem estátua de Jesus e Virgem Maria na Itália #boato
",religiao,www.boatos.org/religiao/muculmanos-estatua-jesus-virgem.html
106,"
Dono de pastelaria chinesa no Brasil é flagrado moendo frango inteiro #boato
",brasil,www.boatos.org/brasil/pastelaria-chinesa-frango-inteiro.html
107,"
Governo mudou as regras de prova de vida no INSS #boato
",brasil,www.boatos.org/brasil/mudou-regras-prova-vida-inss.html
108,"
Radar móvel é colocado em carro para aplicar multas à noite em São Paulo #boato
",brasil,www.boatos.org/brasil/radar-movel-carro-noite-sao-paulo.html
109,"
Se 80% do eleitorado não for cadastrado, biometria será cancelada na eleição 2018 #boato
",brasil,www.boatos.org/brasil/biometria-cancelada-eleicao-2018.html
110,"
Padre Reginaldo Manzotti engravidou garota de 21 anos em MG #boato
",religiao,www.boatos.org/religiao/reginaldo-manzotti-engravidou-garota.html
111,"
Grupo de WhatsApp Interschools pertence ao Estado Islâmico (ISIS) #boato
",mundo,www.boatos.org/mundo/grupo-interschools-estado-islamico.html
112,"
Não baixe o novo WhatsApp, Plus, e não atenda o celular (84) 91316949 #boato
",tecnologia,www.boatos.org/tecnologia/novo-whatsapp-plus-celular-84-91316949.html
113,"
Cássio e Fágner, do Corinthians, anunciam que vão se casar #boato
",esporte,www.boatos.org/esporte/cassio-fagner-vao-casar.html
114,"
Coca-Cola com abacaxi é um veneno e muitas pessoas morreram por isso #boato
",saude,www.boatos.org/saude/coca-cola-abacaxi-veneno.html
115,"
Abono salarial 2018 foi liberado para quem compartilhar no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/abono-salarial-2018-compartilhar.html
116,"
Cursos gratuitos no SENAI e SENAC para quem compartilhar no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/cursos-senai-senac-compartilhar.html
117,"
Pabllo Vittar vai cantar Hino Nacional na estreia do Brasil na Copa #boato
",esporte,www.boatos.org/esporte/pabllo-vittar-hino-copa.html
118,"
Mark Zuckerberg ajuda crianças com câncer do mundo que tenham compartilhamentos #boato
",tecnologia,www.boatos.org/tecnologia/mark-zuckerberg-criancas-compartilhamentos.html
119,"
Novas multas estão valendo a partir de hoje, 2018, no Detran #boato
",brasil,www.boatos.org/brasil/novas-multas-2018-detran.html
120,"
Vale-presente de R$200,00 no Boticário para quem compartilhar link #boato
",tecnologia,www.boatos.org/tecnologia/vale-presente-boticario-compartilhar.html
121,"
Cármen Lúcia publicou carta no O Globo falando de revolução sem armas #boato
",politica,www.boatos.org/politica/carmen-lucia-carta-revolucao.html
122,"
Azul está dando passagens grátis em promoção para quem compartilhar link #boato
",tecnologia,www.boatos.org/tecnologia/azul-passagens-gratis-compartilhar.html
123,"
Doação de filhotes de labrador que perderam a mãe; repassem! #boato
",brasil,www.boatos.org/brasil/doacao-filhotes-perderam-mae.html
124,"
Vídeo mostra Pabllo Vittar antes da fama cantando no Ídolos #boato
",entretenimento,www.boatos.org/entretenimento/pabllo-vittar-antes-da-fama-idolos.html
125,"
Criança sequestrada em Panelas (PE) está desaparecida; compartilhe foto #boato
",brasil,www.boatos.org/brasil/crianca-sequestrada-panelas-desaparecida.html
126,"
Americanas tem vagas para quem compartilhar link no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/americanas-vagas-compartilhar-whatsapp.html
127,"
Assaí Atacadista faz sorteio de até R$ 40 mil em cupons em site de vouchers #boato
",tecnologia,www.boatos.org/tecnologia/assai-atacadista-sorteio-rs-40-mil.html
128,"
Virada de ano na Tijuca (RJ) tem queima de fogos com tiroteio #boato
",brasil,www.boatos.org/brasil/virada-tijuca-tiroteio-fogos.html
129,"
Burger King está dando cupom de R$ 50 em site Burguer-King #boato
",tecnologia,www.boatos.org/tecnologia/burger-king-cupom-r-50.html
130,"
Irmão de Lula que é reverendo detona ex-presidente em entrevista #boato
",politica,www.boatos.org/politica/irmao-lula-reverendo-entrevista.html
131,"
Viaduto Dona Marisa não sai mais e terá o nome de professora Heley, diz boato
",politica,www.boatos.org/politica/doria-marisa-viaduto-heley.html
132,"
No ano em que boato virou fake news, deixamos um muito obrigado para você!
",opiniao,www.boatos.org/opiniao/ano-boato-fake-news-obrigado.html
133,"
Thomas Beatie recebe útero de mulher em transplante e é o 1º homem grávido do mundo #boato
",brasil,www.boatos.org/brasil/thomas-beatie-utero-transplante.html
134,"
Polícia Federal descobre fraude na Mega Sena da Virada #boato
",brasil,www.boatos.org/brasil/fraude-mega-sena-da-virada.html
135,"
Os cinco boatos que mais bombaram em 2017 no Boatos.org
",lista,www.boatos.org/lista/os-cinco-boatos-que-mais-bombaram-2017.html
136,"
Carlos, diretor do Facebook, diz que serviço vai custar dinheiro #boato
",tecnologia,www.boatos.org/tecnologia/carlos-diretor-facebook-dinheiro.html
137,"
O melhor do Boatos.org em 2017, por Edgard Matsuki
",opiniao,www.boatos.org/opiniao/melhor-2017-edgard-matsuki.html
138,"
Cartão de crédito para quem tem nome sujo está em site no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/cartao-credito-nome-sujo-whatsapp.html
139,"
O melhor do Boatos.org em 2017, por Kyene Becker
",opiniao,www.boatos.org/opiniao/melhor-2017-kyene-becker.html
140,"
Shakespeare disse “eu sempre me sinto feliz porque não espero nada de ninguém” #boato
",entretenimento,www.boatos.org/entretenimento/shakespeare-eu-sempre-me-sinto-feliz.html
141,"
O melhor do Boatos.org em 2017, por Carol Lira
",opiniao,www.boatos.org/opiniao/melhor-2017-carol-lira.html
142,"
Adote um cão de raça que foi resgatado em link no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/adote-cao-raca-whatsapp.html
143,"
FBI vai pedir a prisão de Lula e Dilma nos EUA #boato
",politica,www.boatos.org/politica/fbi-prisao-lula-dilma.html
144,"
O melhor do Boatos.org em 2017, por Hellen Bizerra
",opiniao,www.boatos.org/opiniao/melhor-2017-por-hellen-bizerra.html
145,"
Retrospectiva 2017 – Boatos.org
",opiniao,www.boatos.org/opiniao/retrospectiva-2017-boatos-org.html
146,"
Walmart dá cupons e vouchers de R$ 40 mil em prêmios na roleta da sorte #boato
",tecnologia,www.boatos.org/tecnologia/walmart-cupons-40-mil-roleta.html
147,"
Mulher de Gilmar Mendes agride repórter durante entrevista sobre Itaipu #boato
",politica,www.boatos.org/politica/mulher-gilmar-mendes-itaipu.html
148,"
Áustria é o 1º país com governo 100% de direita e proíbe comunismo #boato
",mundo,www.boatos.org/mundo/austria-governo-100-direita-comunismo.html
149,"
Juíza do Fórum de Duque de Caxias bate carro e agride policiais #boato
",brasil,www.boatos.org/brasil/juiza-duque-caxias-agride-policiais.html
150,"
Vagas de emprego na Cacau Show para todo Brasil em site #boato
",brasil,www.boatos.org/brasil/vagas-emprego-cacau-show-site.html
151,"
Pabllo Vittar vai ganhar R$ 5 milhões da Lei Rouanet em 2018 #boato
",entretenimento,www.boatos.org/entretenimento/pabllo-vittar-lei-rouanet-2018.html
152,"
Marco Feliciano cria projeto que criminaliza sexo anal #boato
",politica,www.boatos.org/politica/marco-feliciano-sexo-anal.html
153,"
Pastor Júlio César não cometeu suicídio; ele foi assassinado #boato
",religiao,www.boatos.org/religiao/pastor-julio-cesar-assassinado.html
154,"
Paulo Maluf é flagrado acelerando Ferrari em 2017 #boato
",politica,www.boatos.org/politica/maluf-flagrado-dirigindo-ferrari.html
155,"
Dirigir alcoolizado é crime com pena de 5 a 8 anos de prisão, diz Lei 13.546 #boato
",brasil,www.boatos.org/brasil/dirigir-alcoolizado-crime-lei-13546.html
156,"
Ative o WhatsApp multicolorido com novos emoticons em site #boato
",tecnologia,www.boatos.org/tecnologia/whatsapp-multicolorido-novos-emoticons.html
157,"
Ganhe Bitcoins grátis participando de questionário em site #boato
",tecnologia,www.boatos.org/tecnologia/ganhe-bitcoins-gratis-site.html
158,"
Ganhe bilhete da Mega da virada grátis acessando site no WhatsApp #boato
",brasil,www.boatos.org/brasil/bilhete-mega-da-virada-gratis-site.html
159,"
Carrefour tem vaga de emprego para quem compartilhar mensagem #boato
",tecnologia,www.boatos.org/tecnologia/carrefour-vaga-compartilhar.html
160,"
WhatsApp liberou retrospectiva 2017 para quem compartilhar no app #boato
",tecnologia,www.boatos.org/tecnologia/whatsapp-retrospectiva-2017.html
161,"
Maria do Rosário pede que famílias recebam presos em ceia de Natal #boato
",politica,www.boatos.org/politica/maria-rosario-familias-presos.html
162,"
Caiu a casa da Mega Sena: Polícia Federal descobre fraude em loterias #boato
",brasil,www.boatos.org/brasil/caiu-casa-mega-sena-fraude.html
163,"
Bono Vox virá ao Brasil para o julgamento de Lula em janeiro #boato
",entretenimento,www.boatos.org/entretenimento/bono-vox-julgamento-lula.html
164,"
Celulite bacteriana está sendo transmitida por mosquito #boato
",saude,www.boatos.org/saude/celulite-bacteriana-transmitida-mosquito.html
165,"
Argentinos gritam “aqui não é Brasil” e derrubam reforma da Previdência #boato
",mundo,www.boatos.org/mundo/argentinos-nao-brasil-previdencia.html
166,"
Artista dos EUA ganha R$ 9 milhões da Lei Rouanet com arte invisível #boato
",entretenimento,www.boatos.org/entretenimento/artista-rouanet-arte-invisivel.html
167,"
Flamengo é suspenso por dois anos pela Conmebol e está fora da Libertadores #boato
",esporte,www.boatos.org/esporte/flamengo-suspenso-conmebol-libertadores.html
168,"
Hackearam o Uber para cometer sequestro relâmpago com nossos dados #boato
",brasil,www.boatos.org/brasil/hackearam-uber-sequestro-relampago.html
169,"
Globo é dona da Mapfre, maior empresa de previdência privada do Brasil #boato
",politica,www.boatos.org/politica/globo-dona-mapfre-previdencia-privada.html
170,"
Pastor Júlio César gravou áudio no WhatsApp antes de se suicidar #boato
",religiao,www.boatos.org/religiao/pastor-julio-cesar-audio-suicidar.html
171,"
Embraer faz propaganda criticando impostos e políticos do Brasil #boato
",politica,www.boatos.org/politica/embraer-propaganda-criticando-brasil.html
172,"
Criatura estranha é encontrada no Açude de Orós, Ceará #boato
",brasil,www.boatos.org/brasil/criatura-estranha-acude-oros.html
173,"
Atriz Asa Khalifa morre após gravar filme adulto com dois jumentos #boato
",entretenimento,www.boatos.org/entretenimento/atriz-asa-khalifa-morre-filme-jumentos.html
174,"
Milionária de 83 anos se casou com cuidador de idosos de 24 anos em Goiás #boato
",brasil,www.boatos.org/brasil/milionaria-83-anos-casou-cuidador-24.html
175,"
Tecido que torna invisível é inventado por cientista na China #boato
",ciencia,www.boatos.org/ciencia/tecido-invisivel-inventado-cientista.html
176,"
O Boticário está dando amostra grátis do Floratta Flores Secretas em site #boato
",tecnologia,www.boatos.org/tecnologia/amostra-floratta-flores-secretas.html
177,"
Sérgio Moro faz declaração pedindo para você não reeleger ninguém #boato
",politica,www.boatos.org/politica/sergio-moro-reeleger-ninguem.html
178,"
Recarga realizada com sucesso! Faça agora recarga grátis #boato
",tecnologia,www.boatos.org/tecnologia/recarga-realizada-sucesso-gratis.html
179,"
Mulheres abusam de homem que estava dormindo e são presas #boato
",brasil,www.boatos.org/brasil/mulheres-abusam-homem-presas.html
180,"
General Mourão foi promovido no Exército após pedir intervenção #boato
",politica,www.boatos.org/politica/general-mourao-promovido-exercito.html
181,"
Contracheque prova que Lula ganha R$ 45 mil como anistiado político #boato
",politica,www.boatos.org/politica/contracheque-lula-r-45-mil-anistiado.html
182,"
Pescadores encontram peixe com quatro peitos e corpo de gente (sereia) #boato
",mundo,www.boatos.org/mundo/peixe-sereia-quatro-peitos.html
183,"
Tiririca fez discurso só para ganhar aposentadoria integral de parlamentar #boato
",politica,www.boatos.org/politica/tiririca-discurso-aposentadoria-integral.html
184,"
Milhares de pássaros são libertados por ativistas do Greenpeace em vídeo #boato
",brasil,www.boatos.org/brasil/passaros-libertados-greenpeace-video.html
185,"
Rodrigo Santoro posou com cartaz pedindo Fora Bolsonaro #boato
",entretenimento,www.boatos.org/entretenimento/rodrigo-santoro-fora-bolsonaro.html
186,"
Benjamin Netanyahu faz discurso sobre 70 anos de Israel e judeus #boato
",mundo,www.boatos.org/mundo/benjamin-netanyahu-discurso-70-israel.html
187,"
Câncer é apenas uma deficiência de vitamina B17 e não uma doença #boato
",saude,www.boatos.org/saude/cancer-vitamina-b17-doenca.html
188,"
Oficial de justiça falso deixa papel com telefone para realizar assaltos #boato
",brasil,www.boatos.org/brasil/oficial-justica-falso-assaltos.html
